Name,Code,Month,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
North Korea,408,7,22.89049,23.080828,22.493876,23.786343,20.914518,22.152187,23.215488,23.14679,21.612762,21.242235,21.95808,22.0072,21.415092,21.374992,21.90036,19.97529,21.971521,20.465467,20.593565,21.657413,21.067028,20.050388,21.277256,22.194563,22.477959
North Macedonia,MKD,7,24.34489,23.515038,22.499353,23.504318,21.981447,21.912235,21.270714,23.06457,22.246983,23.866953,21.088615,21.264126,24.898666,22.092728,21.520004,21.845829,21.865047,24.29508,20.629015,21.617117,21.254322,22.335424,22.04546,21.965584,22.077896
Norway,578,7,12.007644,11.2532015,11.170268,12.508675,9.810694,11.456413,14.164119,10.429517,11.294665,9.663981,13.908411,11.4715395,10.045432,11.355464,11.421031,11.18869,11.621646,10.985663,12.198122,12.203023,11.218642,13.156009,11.586452,10.970294,10.556155
Oman,512,7,35.04802,33.832417,31.001118,32.572952,33.16433,33.72545,34.36234,33.754353,33.073624,33.746117,34.020054,33.34471,33.792583,33.285538,33.63442,35.154064,33.764675,34.297523,33.86932,33.078865,32.559216,33.060776,32.81851,33.65739,32.957935
Pakistan,586,7,30.78899,28.608797,27.58661,29.762373,29.857424,29.638594,29.542805,29.279846,29.412973,28.592588,29.490372,29.339432,29.587606,28.849564,28.573193,29.209003,29.220142,28.66915,29.675714,28.711275,29.027882,28.221422,29.407648,28.368214,28.494043
Palestine,275,7,29.466263,29.129486,27.884293,28.87552,28.043507,28.156252,28.35128,29.336775,28.172554,27.315828,27.17465,26.871738,29.135666,28.310734,28.028625,28.467375,27.92833,27.971043,26.899372,27.625612,27.78056,27.572582,28.727043,27.65043,28.914776
Panama,591,7,25.784136,26.07166,24.97795,25.209309,25.177944,25.408089,25.19259,25.402815,25.21927,25.750484,25.894268,25.167784,25.30619,25.109127,25.057554,25.488241,24.523235,25.09949,25.177263,25.464666,24.807695,24.606815,24.872166,24.46179,24.21309
Papua New Guinea,598,7,23.193974,23.377771,23.657087,23.465681,23.243296,22.43713,22.93015,22.883825,23.284254,22.589668,22.508192,22.856323,22.814661,22.350758,23.27297,22.309687,22.654501,22.37148,22.665037,22.755188,22.180815,22.625578,22.412563,22.340252,22.190704
Paraguay,600,7,18.026487,20.970703,22.732718,18.793734,19.318558,17.843283,18.200209,20.543419,19.178816,18.983437,19.019657,18.7387,16.961014,18.932457,17.871502,17.044436,22.159792,16.863085,21.914362,18.322924,18.466671,19.187128,17.627945,20.422483,14.786257
Peru,604,7,18.388668,19.032408,18.308844,17.721224,18.138245,17.739534,17.61975,17.842558,18.304733,18.207823,17.677393,17.194937,17.902494,17.782568,17.613857,17.98082,18.01142,17.39999,18.013206,17.58678,17.184814,17.372154,16.984726,17.224514,16.726503
Philippines,608,7,26.768774,26.877666,26.76073,26.902561,26.811249,26.576496,26.466684,26.440546,26.82029,26.529337,26.406918,26.205204,26.066666,26.225674,26.551579,26.238527,26.196133,26.641619,26.356133,26.492828,26.05343,26.264399,26.366453,25.928598,25.686144
Poland,616,7,20.486168,19.5389,18.987406,21.067057,18.387083,18.596464,20.148842,18.159746,19.011343,19.242386,20.84589,19.189732,19.675352,17.856138,21.05805,19.146976,18.73825,18.454227,22.175787,19.48903,17.445004,19.419209,20.070606,19.792044,16.223738
Portugal,620,7,22.988024,22.318007,24.993986,21.455706,24.673101,21.801674,20.624773,22.404793,23.951857,22.804451,21.375898,23.23765,21.444733,21.138624,23.848606,21.105213,21.292116,21.429487,23.523306,22.578537,22.63952,21.462297,21.687778,20.934515,21.490515
Puerto Rico,630,7,27.829716,27.451828,26.47338,26.578007,26.994783,26.652058,26.575966,26.91094,26.75202,26.700281,27.04666,26.505318,27.041397,26.155384,26.7442,27.27838,26.637554,27.040869,26.606756,26.826654,26.555153,26.360153,26.62522,26.352205,26.468954
Qatar,634,7,37.2202,36.40127,36.20701,36.864285,37.11757,35.96199,36.49013,37.028244,36.350338,36.781406,35.78342,35.33163,36.602825,36.19926,36.74168,36.094147,36.411884,36.278313,36.482193,35.616123,36.109535,35.52967,36.34638,35.77652,36.403576
Romania,642,7,24.007202,22.296515,22.193348,22.726252,20.88209,20.40143,20.393747,21.009548,21.447151,22.579716,20.614355,20.65083,24.16625,20.905893,21.393847,21.478958,20.315048,23.021255,20.840794,20.239851,20.254202,20.499931,22.055607,21.518694,20.678305
Russia,643,7,17.285084,16.974432,16.809994,16.769133,16.661516,15.888768,16.055878,15.648521,16.904371,15.845201,15.545404,16.29745,16.974573,16.54089,17.130194,15.551459,15.872146,16.292355,15.625132,16.366919,15.575264,16.121616,16.31471,16.702019,15.652685
Rwanda,646,7,21.453762,20.969814,20.459335,20.43668,20.219719,20.266817,19.646635,20.742678,20.545101,20.287994,20.33378,20.16787,19.532948,19.56763,19.884153,19.617714,18.94171,19.313086,19.565413,19.436792,19.556768,18.972658,19.814243,18.72799,19.286673
Saint Helena,SHN,7,20.458893,20.12387,20.018585,20.866089,20.417633,20.79361,20.25418,20.599945,20.512024,20.059967,19.990692,20.097778,19.676544,19.808807,20.33133,20.43814,20.277252,20.147675,20.139984,20.28717,19.999908,20.601929,19.744446,20.160248,20.3143
Saint Vincent and the Grenadines,VCT,7,27.677643,27.475433,26.84671,26.813354,27.114899,26.947906,26.617462,26.941742,26.949524,26.544342,26.603973,26.800903,26.838654,26.793182,27.223907,26.848297,26.630768,27.05783,26.833344,27.01764,26.42569,26.529663,26.633118,26.562592,26.443207
Samoa,WSM,7,25.0382,25.230967,24.54048,25.187195,25.124372,25.074533,24.685446,25.14923,24.646814,24.575226,24.753592,24.702137,24.608994,24.886114,25.180574,24.80029,24.065561,25.207035,24.658384,24.407911,24.603025,24.570702,24.896044,24.997417,24.3737
Sao Tome and Principe,STP,7,24.097565,24.114105,23.78714,24.89148,24.35904,24.442047,24.123322,23.419281,24.486633,23.21817,22.675262,23.189575,24.164825,23.29123,23.584259,23.403961,23.8378,24.184784,23.825531,23.297913,23.789948,24.748413,24.057922,23.214935,23.671722
Saudi Arabia,682,7,36.169647,36.2388,35.068794,35.961018,36.16701,35.524662,35.486656,36.88931,35.674744,35.504696,34.838398,35.207443,36.009632,35.396587,35.816097,34.67685,35.117733,34.412025,34.67949,34.824078,34.98659,34.353863,35.141357,34.658348,35.699635
Senegal,686,7,29.116533,29.74782,28.990181,29.923864,29.061882,29.799965,29.010057,29.110256,28.887074,29.702827,30.099026,29.427084,28.686277,29.608414,28.95334,29.227982,28.322178,29.071695,29.48085,28.726713,28.409464,28.412903,29.81271,28.46486,28.373276
Serbia,688,7,24.60578,23.235453,22.813162,23.673489,20.916822,21.517118,20.813023,22.865278,21.99044,23.835968,20.956148,21.595303,24.546988,21.636501,21.904854,21.815624,21.195232,23.472946,21.742674,20.836708,21.03024,21.569427,22.375208,21.549204,21.7236
Seychelles,SYC,7,25.87882,25.547707,24.75004,25.237188,25.868807,25.703772,24.990515,25.49253,24.85187,25.5297,25.281713,24.779428,25.395306,25.880102,25.309853,25.484043,24.98332,25.880104,24.929054,25.36823,24.860271,25.316778,25.042303,24.991312,25.070171
Sierra Leone,694,7,24.690025,25.220997,24.578222,24.449547,24.277325,24.580307,24.321846,24.520473,24.2936,24.647636,24.418459,24.184694,23.678877,24.110249,24.356398,24.465784,23.835155,24.127268,24.581337,24.27462,24.059975,23.882082,24.28508,24.046524,23.951658
Slovakia,703,7,21.512789,20.19327,20.231997,21.269855,18.82852,19.097513,19.672222,18.998577,19.363993,20.827974,19.60164,19.580708,20.20951,17.676613,20.31196,19.728065,18.3936,19.671347,20.947382,18.806358,17.835285,19.138807,20.070477,18.949862,16.660294
Slovenia,705,7,22.160938,21.07113,22.07302,21.419281,19.86948,20.899174,20.483131,21.21956,21.17927,22.336409,19.409472,21.666576,21.00991,19.300726,21.411673,20.08448,19.85104,20.479605,21.982548,19.36927,19.097536,20.830296,19.888826,19.865028,17.86719
Solomon Islands,090,7,26.449038,26.094496,26.62432,26.304445,26.01123,25.794996,25.809252,25.95728,26.013103,25.724184,25.707773,25.611477,25.622547,25.888021,25.811447,25.892084,25.423742,25.560173,25.482586,25.392113,24.949759,25.40644,25.256662,24.997414,24.991013
Somalia,706,7,28.047722,27.567978,26.5072,26.740377,27.436836,27.614716,26.948809,27.54627,26.678219,27.47297,27.324947,26.590755,27.119562,27.41845,26.79236,27.252779,26.741068,27.393234,26.814623,26.855742,26.612337,26.97733,26.908293,26.684381,26.611649
South Africa,710,7,11.0282135,11.176994,12.356091,10.392638,11.699736,12.834691,11.926637,12.335017,11.165148,11.627485,10.832493,11.822619,10.628614,9.39695,12.042891,10.156129,11.255322,10.660369,11.974989,12.277995,9.919163,11.27205,10.325543,10.293338,10.539195
South Georgia and the South Sandwich Islands,SGS,7,-4.027559,-3.5347154,-2.8828652,-4.1212173,-6.1534367,-4.418452,-3.4950335,-1.7846438,-4.792609,-2.271672,-2.0897157,-1.8864887,-3.5317242,-3.49287,-3.2064114,-2.6513202,-3.2935672,-5.571105,-3.6443896,-5.3296466,-2.808465,-2.646877,-3.9583116,-5.692306,-3.9528728
South Korea,410,7,26.01336,25.420603,25.802982,26.018482,22.492844,24.382904,26.356483,25.968367,25.059408,24.030882,24.728045,25.7973,25.031569,24.60912,25.022507,23.263449,25.662323,23.314028,22.947208,24.699846,25.031689,22.193861,24.196318,25.257465,25.153606
South Sudan,728,7,26.790625,27.28769,25.732046,25.37125,25.211124,25.750385,26.321693,25.847134,25.859062,26.963596,26.327456,25.411972,24.848509,26.028524,25.595089,26.61634,25.253466,25.151089,25.702967,25.442461,25.806652,25.206598,26.473186,25.47992,25.05417
Spain,724,7,24.531157,24.507416,25.783007,23.064636,24.603855,24.068941,23.084915,23.960127,24.420391,25.595425,22.21059,24.01343,22.820543,22.115915,24.164352,23.505083,22.43207,22.670916,24.835768,23.715809,22.952456,23.551664,22.364344,22.126589,22.29658
Sri Lanka,144,7,28.362974,28.375223,27.398294,27.675528,27.36339,28.160948,27.582758,28.366577,27.983652,28.158058,28.16515,27.291252,27.912527,27.684587,27.538387,27.985306,27.363466,27.388458,27.832827,27.583792,27.439034,27.620405,27.64917,27.24256,27.316427
Sudan,729,7,31.900307,32.417915,30.35532,31.020477,30.756351,31.233896,30.496471,31.335718,30.452316,31.598438,30.566313,30.754324,30.580412,31.303823,30.489153,30.975279,30.570314,29.064804,30.578669,30.12127,30.66288,29.963156,31.51541,30.12063,30.69946
Suriname,740,7,26.34651,26.181967,25.439579,25.399693,26.05607,25.52834,25.081253,25.55236,25.692593,25.84414,25.697592,25.254663,25.661806,25.48313,25.508026,25.855091,24.95961,25.415565,25.323406,25.277597,25.221235,25.036562,25.853449,25.14256,25.027258
Sweden,752,7,15.386646,14.601288,14.833955,17.459482,13.129358,15.040139,19.062328,13.872988,15.374666,13.59501,18.317215,14.993328,14.215772,16.131107,16.256763,14.720914,15.353068,14.412148,16.553091,16.180275,14.017207,17.420387,15.876038,15.315252,14.131722
Switzerland,756,7,16.456959,16.292385,17.296513,14.472059,15.850231,16.730745,16.656881,15.480341,15.607175,18.194248,13.361913,16.424246,14.449925,12.5226555,16.232363,14.804418,14.491918,14.025428,17.907518,14.402251,13.843123,15.748517,14.150743,14.554921,12.110952
Syria,760,7,31.811945,31.506315,30.58067,31.624926,32.07224,30.118822,30.09922,32.52982,31.184202,30.81684,30.046127,29.773933,31.384357,30.778978,30.949223,29.62017,30.104027,30.750431,29.17943,30.159777,30.514473,29.903196,30.629953,30.600893,32.50341
Taiwan,158,7,29.5,29.6,29.7,29.4,29.6,29.5,29.4,29.3,29.2,29.1,28.9,29,29.3,29.2,29.1,28.8,28.7,28.9,29,28.9,28.8,28.6,28.7,28.4,28.5
Tajikistan,762,7,14.204787,14.822144,16.276955,14.349863,12.754013,14.75792,14.642525,14.379245,13.578782,14.840181,13.308709,13.298939,12.268126,12.796194,11.645263,11.301704,14.026068,12.70014,13.563605,13.046927,11.254689,13.930122,11.591077,12.934031,12.599605
Tanzania,834,7,21.614988,21.582367,20.920439,20.771763,20.894676,21.615444,20.861265,21.70091,21.00401,21.67136,21.370152,20.99263,20.99532,21.121677,21.09683,20.783974,20.468393,21.098166,20.79181,20.827532,20.674831,20.527828,21.193724,20.34555,20.568666
Thailand,764,7,27.388132,28.071453,27.561165,27.494417,28.09497,27.885561,27.062225,26.862614,27.201794,27.575838,27.33799,26.864784,26.901804,27.009043,27.646523,26.995295,26.92138,27.396635,27.140032,27.327957,26.971867,27.318525,27.368364,27.098185,26.776827
Togo,768,7,26.00683,26.173367,25.365055,25.889633,25.387823,25.626953,25.437937,25.495636,25.542492,25.824938,25.749416,25.171865,24.927706,25.49819,25.424765,25.358528,25.14787,25.146223,25.62006,24.989752,24.668,24.914843,25.333014,24.916704,24.909864
Trinidad and Tobago,780,7,27.168346,26.965353,26.441738,26.282969,26.609125,26.62457,26.259787,26.502,26.714851,26.353907,26.524506,26.620573,26.44932,26.539421,26.671274,26.55391,26.16454,26.3372,26.265882,26.324722,26.037514,25.888342,26.049957,26.077082,25.919847
Tunisia,788,7,31.40857,33.58458,30.953352,31.311434,29.809206,30.95963,32.02574,30.26843,29.42162,29.834368,29.735691,29.568249,31.295795,30.289734,30.137985,30.795126,30.805971,28.80745,29.699268,30.740587,28.985176,31.97287,29.992496,30.697254,29.638468
Turkey,792,7,24.436699,23.6345,22.778385,24.388523,24.345947,22.686762,24.060482,24.454964,23.775919,23.536438,23.813461,22.515577,24.066036,23.703842,24.284962,22.564518,23.376108,23.897995,22.294046,23.780577,22.377192,22.752743,23.535154,24.357935,24.929502
Turkmenistan,795,7,31.953114,32.832565,32.066635,33.12784,32.310375,33.426353,34.42594,32.379658,31.527828,32.259724,30.644495,31.807032,32.028534,32.130642,31.857267,31.560303,32.004208,31.049948,30.86501,32.428543,29.659552,30.822956,31.231651,30.31863,31.201302
Uganda,800,7,23.488012,23.755215,23.112955,22.590748,22.336336,22.270052,22.538158,22.489794,22.912165,22.904957,22.882116,22.480087,21.837656,22.509235,22.291023,22.950382,21.700567,21.75054,22.393845,22.079794,22.299004,21.743095,23.078735,21.611107,21.76808
Ukraine,804,7,24.53779,21.559185,21.184294,23.617674,21.723083,20.380981,21.815792,20.878124,22.171846,21.577463,22.026966,20.754742,23.821068,22.391926,23.765324,22.092793,20.82726,22.452726,20.607697,20.963457,20.137434,20.479633,23.88939,23.997805,20.06464
United Arab Emirates,784,7,37.15402,36.679554,35.545025,37.387337,37.40591,36.332573,37.21772,38.21663,36.533203,37.420975,36.111256,36.397804,37.497562,36.602715,36.906105,35.527786,36.290863,35.833008,36.120346,35.965637,35.946857,35.456287,35.757744,36.087635,36.385788
United Kingdom,826,7,14.964545,15.003788,16.623417,16.548029,14.4201145,16.42923,17.325523,15.180884,15.341432,14.432526,16.471514,16.998945,14.092525,14.318327,15.565224,15.094212,15.2773695,14.190585,17.849854,15.310174,14.437696,16.201956,14.45632,15.30986,14.202445
United States,840,7,22.566105,23.168596,23.184889,22.683842,22.808058,22.812262,22.849,23.080124,22.85412,21.957773,21.3933,22.216576,23.197271,22.89294,22.23981,21.64175,21.87766,22.540686,23.063152,22.70629,21.691902,22.52848,22.62962,21.787539,21.591005
United States Virgin Islands,VIR,7,28.246002,28.188324,27.211945,27.26648,27.741852,27.41275,27.154572,27.504242,27.39093,27.03067,26.984833,26.931763,27.43631,27.12326,27.684845,27.518219,27.10733,27.548065,27.347015,27.638733,27.121002,27.094116,27.092102,27.160248,27.023285
Uruguay,858,7,9.499972,12.210298,12.90482,11.308037,10.429483,10.970411,10.909801,14.106631,11.020937,11.926631,12.457564,11.240278,8.602738,10.110033,10.790833,9.119476,14.0792055,8.36554,14.475126,12.28059,11.429645,10.669265,10.702726,11.778674,8.945275
Uzbekistan,860,7,29.332518,30.903196,29.747,30.567606,29.599514,31.441399,31.391048,30.119764,29.276285,30.037577,27.52913,29.193666,29.598053,29.267538,28.972698,28.612871,29.695457,28.72023,27.697817,29.827738,27.415497,28.002,28.660725,27.516676,28.594177
Vanuatu,548,7,24.353497,23.454304,25.198565,24.683205,24.144018,23.575829,23.850143,23.656462,24.17511,23.66439,23.162973,23.8077,23.671333,23.973429,24.017174,23.684923,23.79128,23.810312,22.889227,23.183722,23.357746,23.395035,23.552685,23.41647,23.390652
Venezuela,862,7,25.333275,25.438892,24.980667,24.545828,25.003138,24.907816,24.778337,24.541656,25.211695,25.31651,25.354038,25.050497,24.896553,25.037773,24.881454,25.184584,24.578098,25.051168,24.783396,24.787924,24.494759,24.326635,24.706877,24.41714,24.333277
Vietnam,704,7,26.845972,27.373201,27.009512,27.040321,27.445946,27.372921,26.681805,26.381767,27.168993,26.808233,26.593275,26.07336,26.454756,26.531902,27.067064,26.432625,26.339127,26.63343,26.457478,26.302332,26.027906,26.65811,26.811714,26.556501,26.22206
World,OWID_WRL,7,16.909058,16.953165,16.606314,16.559742,16.554218,16.62583,16.507273,16.494555,16.589472,16.382626,16.294695,16.20393,16.269238,16.372034,16.280928,16.366655,16.205524,16.23532,16.2323,16.314322,15.953155,16.181763,16.26295,16.20851,15.99124
Yemen,887,7,32.8988,32.12411,29.396694,29.110147,30.00895,31.683916,31.141207,31.31883,30.703243,31.204262,31.828108,31.271175,31.212261,31.661516,31.053152,32.082775,31.788652,30.946507,31.15214,31.222795,30.502443,30.96166,30.528666,30.505585,30.38907
Zambia,894,7,19.030407,18.456379,18.484673,17.452736,17.610126,18.64583,18.027771,18.743961,18.313913,19.358786,18.59937,18.389912,18.10261,17.830866,18.265903,17.140312,18.015043,17.836573,18.03571,18.249329,17.782057,17.352463,19.872795,17.761726,17.809332
Zimbabwe,716,7,18.83003,16.623407,16.612255,15.803981,15.939116,16.925411,15.944827,16.573498,16.72748,17.589756,16.408525,16.431616,16.160194,15.356987,16.434896,15.02255,16.73438,15.643404,16.329166,16.339607,15.846452,14.921303,17.484838,15.2712755,15.296653
